"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"sense_intronic"	"sense_overlapping"	"miRNA"	"rRNA"	"snRNA"	"snoRNA"	"vaultRNA"	"macro_lncRNA"	"unprocessed_pseudogene"	"TEC"	"misc_RNA"	"processed_transcript"	"bidirectional_promoter_lncRNA"	"transcribed_unprocessed_pseudogene"	"unitary_pseudogene"	"transcribed_unitary_pseudogene"	"polymorphic_pseudogene"	"IG_V_gene"	"pseudogene"	"ribozyme"	"sRNA"	"non_coding"	"scaRNA"	"IG_C_pseudogene"	"3prime_overlapping_ncRNA"
"258"	"C1QA"	3102	"protein_coding"	11	2	1	0	0	0	1	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"260"	"NMNAT1"	42073	"protein_coding"	16	5	5	0	0	3	2	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"262"	"PDIK1L"	14378	"protein_coding"	28	5	6	0	0	0	0	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"264"	"TMEM51-AS1"	40649	"antisense"	11	5	5	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"266"	"AURKAIP1"	1765	"protein_coding"	45	5	3	2	0	14	2	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"268"	"B3GALT6"	2776	"protein_coding"	43	6	3	4	0	17	2	0	6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"270"	"MTHFR"	21197	"protein_coding"	20	3	5	0	0	2	0	0	3	0	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"272"	"AGTRAP"	18718	"protein_coding"	21	3	6	0	0	2	0	0	3	0	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"274"	"CTNNBIP1"	62060	"protein_coding"	12	3	5	0	0	5	2	0	2	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"276"	"RCC2"	32964	"protein_coding"	12	2	0	0	0	3	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"277"	"FUCA1"	23217	"protein_coding"	17	1	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"279"	"TRNAU1AP"	25460	"protein_coding"	15	3	6	0	0	3	0	0	0	0	3	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"281"	"GPR157"	28865	"protein_coding"	10	1	7	0	0	6	0	0	2	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"283"	"PAQR7"	10043	"protein_coding"	28	4	5	0	0	1	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"285"	"PRKCZ-AS1"	2595	"antisense"	22	9	0	2	0	3	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"287"	"TMEM50A"	24444	"protein_coding"	15	6	3	0	0	5	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"289"	"C1QTNF12"	4276	"protein_coding"	43	6	3	4	0	17	2	0	6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"291"	"MATN1-AS1"	8323	"antisense"	5	2	5	0	0	4	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"293"	"TMEM222"	14255	"protein_coding"	24	4	13	0	0	2	2	0	0	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"295"	"MST1L"	15327	"transcribed_unprocessed_pseudogene"	12	1	3	0	0	14	0	0	1	0	6	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"297"	"TNFRSF18"	3183	"protein_coding"	42	6	4	3	0	17	2	0	6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"299"	"PLEKHN1"	9368	"protein_coding"	34	4	5	2	0	17	2	0	7	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"301"	"GABRD"	11460	"protein_coding"	25	9	1	3	0	3	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"303"	"HS6ST1P1"	1233	"processed_pseudogene"	8	3	8	0	0	1	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"305"	"RAB42"	3243	"protein_coding"	14	3	6	0	0	3	0	0	0	0	3	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"307"	"PLA2G2A"	4985	"protein_coding"	16	4	1	0	0	7	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"309"	"SRSF10"	16123	"protein_coding"	19	5	3	0	0	3	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"311"	"NOC2L"	15105	"protein_coding"	34	4	5	2	0	17	2	0	7	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"313"	"KAZN"	1225251	"protein_coding"	15	6	6	0	0	5	0	0	0	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"315"	"MMP23B"	3168	"protein_coding"	40	7	2	2	0	7	1	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"317"	"FAM110D"	4942	"protein_coding"	28	5	8	0	0	0	0	0	2	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"319"	"MIB2"	15195	"protein_coding"	41	7	2	2	0	7	1	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"321"	"SNHG12"	4445	"antisense"	15	3	6	0	0	3	0	0	0	0	3	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"323"	"GPATCH3"	9978	"protein_coding"	23	4	13	0	0	0	0	0	1	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"324"	"MTOR"	155972	"protein_coding"	17	5	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"326"	"C1orf174"	11168	"protein_coding"	12	4	1	0	0	6	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"328"	"PHACTR4"	130787	"protein_coding"	19	4	7	0	0	3	0	0	0	0	3	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"330"	"MACO1"	69351	"protein_coding"	16	6	5	0	0	5	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"332"	"ZBTB48"	9279	"protein_coding"	20	5	2	0	0	3	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"334"	"AKR7L"	8212	"polymorphic_pseudogene"	16	2	2	0	1	0	0	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336"	"TNFRSF25"	5044	"protein_coding"	21	4	2	0	0	3	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"338"	"CROCCP2"	38979	"transcribed_unprocessed_pseudogene"	13	4	4	0	0	12	0	0	1	0	6	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"340"	"LINC00339"	6665	"transcribed_processed_pseudogene"	10	1	4	1	0	2	2	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"342"	"MTMR9LP"	9962	"transcribed_unprocessed_pseudogene"	25	4	2	0	0	5	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"344"	"CCNL2"	13617	"protein_coding"	45	6	3	2	0	13	2	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"346"	"CPTP"	4141	"protein_coding"	45	5	3	3	0	15	2	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"348"	"SLC25A34-AS1"	9845	"antisense"	26	11	7	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"350"	"LINC01770"	4034	"lincRNA"	48	6	3	2	0	9	2	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"352"	"MTND2P28"	1043	"unprocessed_pseudogene"	12	3	9	3	0	14	1	0	2	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"354"	"LINC00115"	1316	"lincRNA"	24	3	6	3	0	16	2	0	6	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"356"	"LINC01772"	7533	"lincRNA"	15	4	6	0	0	12	0	0	1	0	6	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"358"	"NBPF2P"	3342	"unprocessed_pseudogene"	8	3	8	0	0	1	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"360"	"ZMYM4-AS1"	7255	"antisense"	16	3	4	0	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"362"	"FNDC10"	2084	"protein_coding"	41	7	2	2	0	7	1	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"364"	"MTCO2P12"	681	"unprocessed_pseudogene"	12	3	9	3	0	14	1	0	2	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"366"	"RPL5P4"	885	"processed_pseudogene"	16	4	4	0	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"368"	"ENO1-AS1"	1059	"antisense"	8	2	7	0	0	3	0	0	2	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"370"	"MT1XP1"	185	"processed_pseudogene"	20	6	7	0	0	8	0	0	0	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"372"	"ARHGEF19-AS1"	503	"antisense"	20	7	7	0	0	6	0	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"374"	"CHCHD2P6"	446	"processed_pseudogene"	24	9	8	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"376"	"SMIM1"	3221	"protein_coding"	12	4	1	0	0	7	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"378"	"ELOA-AS1"	17905	"antisense"	19	5	4	0	0	6	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"380"	"ANO7L1"	12118	"transcribed_unprocessed_pseudogene"	20	7	7	0	0	7	0	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"382"	"TNFRSF14-AS1"	7111	"antisense"	14	8	0	1	0	6	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"384"	"ACTG1P20"	467	"processed_pseudogene"	23	4	13	0	0	2	2	0	0	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"386"	"SNHG3"	4912	"processed_transcript"	15	3	6	0	0	3	0	0	0	0	3	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"388"	"MRPL20"	5405	"protein_coding"	45	6	3	2	0	13	2	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"390"	"DDOST"	9777	"protein_coding"	13	4	4	0	0	7	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"392"	"TMEM200B"	4507	"protein_coding"	9	2	1	0	0	4	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"394"	"LINC01355"	5443	"lincRNA"	15	4	3	0	0	5	0	0	3	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"396"	"RN7SL731P"	292	"misc_RNA"	14	4	2	0	0	2	2	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"398"	"GCLM"	24251	"protein_coding"	6	2	4	0	0	2	1	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"400"	"COL9A2"	17326	"protein_coding"	17	6	6	0	0	4	0	1	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"402"	"TRAPPC3"	19483	"protein_coding"	19	3	3	1	0	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"404"	"MCOLN3"	30417	"protein_coding"	11	1	1	0	0	5	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"406"	"NDC1"	73400	"protein_coding"	16	6	3	1	0	3	1	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"408"	"YBX1"	19922	"protein_coding"	19	2	9	0	0	3	0	1	1	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"410"	"KDM4A"	55357	"protein_coding"	25	6	9	0	1	1	0	0	4	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"412"	"ZMYND12"	25938	"protein_coding"	19	2	10	0	0	1	0	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"414"	"LRRC40"	60815	"protein_coding"	6	3	2	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"416"	"DNTTIP2"	13635	"protein_coding"	7	2	4	0	0	2	1	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"418"	"TESK2"	147283	"protein_coding"	18	0	10	0	0	1	1	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"420"	"USP33"	63865	"protein_coding"	9	3	7	0	0	0	0	0	0	3	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"422"	"MKNK1"	59435	"protein_coding"	23	3	6	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"424"	"PGM1"	66969	"protein_coding"	6	2	4	0	0	2	1	0	1	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"426"	"IL12RB2"	89536	"protein_coding"	9	2	3	0	0	1	1	0	0	0	5	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"428"	"PPIE"	71732	"protein_coding"	17	6	5	0	0	2	1	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"430"	"WDR47"	71899	"protein_coding"	26	4	8	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"432"	"EPS15"	165065	"protein_coding"	9	6	7	0	0	1	0	0	3	1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"433"	"ORC1"	31630	"protein_coding"	14	2	4	0	0	0	0	0	0	0	0	0	0	0	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"434"	"POMGNT1"	31623	"protein_coding"	17	3	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"436"	"ALG6"	70972	"protein_coding"	6	1	5	0	0	6	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"438"	"AGO1"	60720	"protein_coding"	21	4	3	1	0	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"440"	"CDC7"	24871	"protein_coding"	5	0	5	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"442"	"PALMD"	48598	"protein_coding"	11	3	4	0	0	1	0	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"443"	"DHCR24"	37585	"protein_coding"	12	3	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"445"	"SCP2"	124474	"protein_coding"	16	9	9	1	0	4	1	0	3	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"447"	"TMEM59"	26823	"protein_coding"	15	3	5	0	0	2	0	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"449"	"MRPL37"	41423	"protein_coding"	19	3	5	0	0	2	0	1	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"451"	"DOCK7"	234070	"protein_coding"	7	1	7	0	0	5	0	0	2	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"453"	"DNAJC6"	167650	"protein_coding"	7	1	8	0	0	3	1	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"455"	"SLC35D1"	54767	"protein_coding"	10	2	1	0	0	1	1	0	1	0	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"457"	"WLS"	134647	"protein_coding"	6	3	9	0	0	2	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"459"	"CTH"	28633	"protein_coding"	7	3	2	1	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"461"	"TFAP2E"	21958	"protein_coding"	15	4	4	1	0	2	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"463"	"MAP7D1"	25270	"protein_coding"	18	3	3	1	0	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"465"	"MRPS15"	8719	"protein_coding"	15	3	2	1	0	2	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"467"	"RRAGC"	21625	"protein_coding"	8	2	4	0	0	2	1	0	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"469"	"RLF"	79548	"protein_coding"	21	7	7	0	0	4	0	1	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"471"	"KCNQ4"	56638	"protein_coding"	14	6	6	0	0	3	0	1	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"473"	"ACADM"	63228	"protein_coding"	6	1	4	0	0	2	0	0	0	0	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"475"	"RPF1"	18531	"protein_coding"	11	0	4	0	0	6	1	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"477"	"SSX2IP"	47096	"protein_coding"	13	0	2	0	0	4	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"479"	"GBP3"	16228	"protein_coding"	11	3	6	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"481"	"P3H1"	20749	"protein_coding"	19	2	9	0	0	3	0	1	1	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"482"	"SLC2A1"	33801	"protein_coding"	22	5	1	0	1	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"484"	"CDC20"	4248	"protein_coding"	17	5	7	0	1	2	0	0	4	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"486"	"IPO13"	21083	"protein_coding"	18	4	9	0	1	1	1	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"488"	"B4GALT2"	12227	"protein_coding"	16	3	9	0	0	1	1	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"490"	"PTCH2"	23219	"protein_coding"	18	1	6	0	0	1	0	0	1	1	4	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"492"	"PRDX1"	12011	"protein_coding"	17	0	6	0	0	1	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"494"	"TSPAN1"	10885	"protein_coding"	23	4	5	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"496"	"NSUN4"	24975	"protein_coding"	21	4	5	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"498"	"DR1"	23610	"protein_coding"	8	1	4	1	0	0	1	0	1	1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"500"	"F3"	12575	"protein_coding"	7	2	3	1	0	3	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"502"	"DPH5"	36465	"protein_coding"	7	4	6	0	0	2	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"504"	"PLPPR4"	45637	"protein_coding"	4	1	3	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"506"	"SLC5A9"	25959	"protein_coding"	5	1	4	0	0	5	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"508"	"TXNDC12"	36040	"protein_coding"	11	6	11	0	0	1	0	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"510"	"SGIP1"	214916	"protein_coding"	9	3	0	0	0	0	1	0	1	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"512"	"ECHDC2"	31302	"protein_coding"	16	9	9	1	0	4	1	0	3	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"514"	"GPSM2"	59195	"protein_coding"	21	3	8	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
