"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"
"gen7798 "	" STAMBPL1 "	95419	" protein_coding "	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7799 "	" CH25H "	1685	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7800 "	" ATAD1 "	89831	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7801 "	" KIF11 "	62109	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7802 "	" CALHM2 "	5616	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7803 "	" ARL3 "	40676	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7804 "	" CEP55 "	32460	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7805 "	" KIF20B "	73329	" protein_coding "	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7806 "	" ENTPD1 "	157916	" protein_coding "	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen7807 "	" EXOC6 "	224780	" protein_coding "	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7808 "	" PLCE1 "	302011	" protein_coding "	1	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"gen7809 "	" RBP4 "	10057	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7810 "	" ANXA7 "	38975	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7811 "	" FAM149B1 "	76338	" protein_coding "	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7812 "	" ASCC1 "	121102	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen7813 "	" RPS24 "	23081	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7814 "	" TET1 "	133826	" protein_coding "	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"gen7815 "	" DNA2 "	58057	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7816 "	" PARD3 "	705765	" protein_coding "	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7817 "	" ZEB1 "	211319	" protein_coding "	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7818 "	" FAM13C "	117052	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7819 "	" NRBF2 "	21784	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7820 "	" POLR3A "	60294	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7821 "	" HERC4 "	153449	" protein_coding "	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7822 "	" LRMDA "	1128714	" protein_coding "	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
"gen7823 "	" CAMK2G "	62090	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7824 "	" ADIRF "	15742	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7825 "	" GLUD1 "	44380	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7826 "	" ANKRD1 "	9180	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7827 "	" HTR7 "	116875	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7828 "	" RPP30 "	36837	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7829 "	" FRA10AC1 "	34689	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7830 "	" DNAJB12 "	22400	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7831 "	" EIF4EBP2 "	24239	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7832 "	" CYP17A1 "	7002	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7833 "	" TAF5 "	21098	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7834 "	" PPRC1 "	17337	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7835 "	" CNNM2 "	171928	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7836 "	" PDCD11 "	49644	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7837 "	" MKX "	73185	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7838 "	" MPP7 "	283493	" protein_coding "	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7839 "	" ITGB1 "	105473	" protein_coding "	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7840 "	" ARID5B "	195644	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7841 "	" ANK3 "	707192	" protein_coding "	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7842 "	" IPMK "	76417	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7843 "	" DLG5 "	135735	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7844 "	" IFIT5 "	6415	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7845 "	" SLC16A12 "	126342	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7846 "	" PANK1 "	66075	" protein_coding "	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7847 "	" HHEX "	5695	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7848 "	" MMS19 "	40470	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7849 "	" PI4K2A "	35748	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7850 "	" MARVELD1 "	4979	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7851 "	" ZFYVE27 "	23786	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7852 "	" GOLGA7B "	21341	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7853 "	" SLC25A28 "	10087	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7854 "	" PIK3AP1 "	127202	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7855 "	" MCU "	195563	" protein_coding "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen7856 "	" CFAP70 "	105100	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7857 "	" ADK "	558118	" protein_coding "	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7858 "	" KCNMA1 "	768768	" protein_coding "	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7859 "	" PCGF6 "	48338	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7860 "	" SFXN2 "	28954	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7861 "	" SUPV3L1 "	28867	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7862 "	" HK1 "	131900	" protein_coding "	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7863 "	" TYSND1 "	8695	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7864 "	" NODAL "	15636	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7865 "	" KAT6B "	207040	" protein_coding "	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7866 "	" SAMD8 "	82537	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7867 "	" ARHGAP12 "	123472	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7868 "	" HECTD2 "	105549	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7869 "	" MARCH8 "	140321	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7870 "	" ZCCHC24 "	63302	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7871 "	" SLC16A9 "	85241	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7872 "	" REEP3 "	103760	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7873 "	" DEPP1 "	7829	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7874 "	" C10orf25 "	3190	" antisense "	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7875 "	" ZNF22 "	4851	" protein_coding "	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7876 "	" VSTM4 "	101264	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7877 "	" VDAC2 "	21294	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7878 "	" COMTD1 "	2061	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7879 "	" ZNF503 "	4076	" protein_coding "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7880 "	" GHITM "	13805	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7881 "	" STOX1 "	67891	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7882 "	" RET "	53324	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7883 "	" DDX21 "	28945	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7884 "	" BMS1 "	52136	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7885 "	" JCAD "	102694	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7886 "	" FAM35BP "	41551	" transcribed_unprocessed_pseudogene "	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7887 "	" FRAT1 "	2648	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7888 "	" UBTD1 "	72341	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7889 "	" R3HCC1L "	110273	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7890 "	" HIF1AN "	30926	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7891 "	" NDUFB8 "	6260	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7892 "	" BTRC "	203288	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7893 "	" POLL "	9388	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7894 "	" DPCD "	39108	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7895 "	" HPS6 "	2648	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7896 "	" NOLC1 "	11695	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7897 "	" SGPL1 "	65212	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7898 "	" PCBD1 "	6504	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7899 "	" WBP1L "	72297	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7900 "	" ANAPC16 "	19860	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7901 "	" NUDT13 "	21453	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen7902 "	" MSS51 "	9982	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7903 "	" USP54 "	128415	" protein_coding "	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7904 "	" NDST2 "	9887	" protein_coding "	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7905 "	" DDIT4 "	2116	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7906 "	" ZNF32 "	4997	" protein_coding "	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7907 "	" HNRNPF "	23549	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7908 "	" CSGALNACT2 "	46822	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7909 "	" CDK1 "	16521	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7910 "	" KIF5B "	47421	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7911 "	" MORN4 "	18947	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7912 "	" TRIM8 "	18370	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7913 "	" FAM241B "	3348	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7914 "	" ZDHHC16 "	11239	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7915 "	" EXOSC1 "	9875	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7916 "	" PGAM1 "	7281	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7917 "	" PTEN "	108817	" protein_coding "	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen7918 "	" JMJD1C "	354629	" protein_coding "	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7919 "	" CHCHD1 "	1605	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7920 "	" AGAP5 "	23874	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7921 "	" WASHC2C "	65761	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7922 "	" ZFAND4 "	57279	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7923 "	" LRRC20 "	83680	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7924 "	" HPSE2 "	778785	" protein_coding "	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7925 "	" NOC3L "	29733	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7926 "	" SNCG "	4642	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7927 "	" MMRN2 "	33941	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7928 "	" ATP5MD "	7425	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7929 "	" FGFBP3 "	2894	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7930 "	" ZNF25 "	27061	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7931 "	" SLC35G1 "	62089	" protein_coding "	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7932 "	" SEC24C "	27777	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7933 "	" FZD8 "	4029	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7934 "	" CSTF2T "	4104	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7935 "	" MYOZ1 "	10103	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7936 "	" ZNF518A "	75573	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7937 "	" RPS3AP5 "	820	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7938 "	" LINC00843 "	9290	" lincRNA "	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7939 "	" ACTA2-AS1 "	8430	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7940 "	" SRP9P1 "	260	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7941 "	" PCGF5 "	121319	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7942 "	" PRF1 "	5427	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7943 "	" PIPSL "	3349	" transcribed_processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7944 "	" PPA1 "	31081	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7945 "	" FRAT2 "	2212	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7946 "	" ADO "	3626	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7947 "	" MRPS16 "	3850	" protein_coding "	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7948 "	" GRID1 "	766938	" protein_coding "	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7949 "	" CABCOCO1 "	103805	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7950 "	" ZNF438 "	211730	" protein_coding "	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen7951 "	" RNLS "	310666	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7952 "	" AP3M1 "	30808	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7953 "	" PRKG1 "	1307459	" protein_coding "	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen7954 "	" IFIT1 "	13940	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7955 "	" LINC00839 "	19793	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7956 "	" FFAR4 "	37815	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7957 "	" PDZD7 "	24612	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7958 "	" AGAP4 "	28281	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7959 "	" FAM35DP "	40729	" unprocessed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7960 "	" PLAC9 "	13677	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7961 "	" ZNF33A "	54438	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7962 "	" BLOC1S2 "	13432	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7963 "	" LCOR "	163677	" protein_coding "	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen7964 "	" ZNF33B "	64383	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7965 "	" ZNF239 "	18274	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7966 "	" FUT11 "	7960	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7967 "	" SVIL "	279443	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"gen7968 "	" COL13A1 "	162408	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7969 "	" PSAP "	35077	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7970 "	" ENTPD7 "	46734	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7971 "	" MARCH5 "	62801	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7972 "	" ZNF248 "	81580	" protein_coding "	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7973 "	" SLC29A3 "	62165	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7974 "	" ZNF485 "	11496	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7975 "	" MGEA5 "	34022	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7976 "	" PAPSS2 "	88092	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7977 "	" LDB1 "	12893	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7978 "	" RASGEF1A "	72384	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7979 "	" KIF1BP "	54823	" protein_coding "	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7980 "	" SGMS1 "	319577	" protein_coding "	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen7981 "	" CYP17A1-AS1 "	1795	" antisense "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7982 "	" RUFY2 "	66187	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7983 "	" ASAH2B "	77177	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7984 "	" AGAP6 "	28309	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen7985 "	" TIMM23B "	32817	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
"gen7986 "	" C10orf128 "	33860	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7987 "	" AGAP9 "	21784	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7988 "	" SYT15 "	15956	" protein_coding "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7989 "	" COX20P1 "	356	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7990 "	" CHUK "	41321	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7991 "	" ARHGAP19 "	70500	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7992 "	" RPL17P34 "	554	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7993 "	" DNAJC9 "	65500	" protein_coding "	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7994 "	" RPL7AP50 "	794	" processed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7995 "	" RPL11P3 "	522	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7996 "	" RPL17P50 "	762	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7997 "	" NUTM2D "	13027	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7998 "	" ZSWIM8 "	16215	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen7999 "	" CCDC7 "	436734	" protein_coding "	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen8000 "	" PPIAP31 "	494	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen8001 "	" SNORA11F "	127	" snoRNA "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen8002 "	" MIR1254-1 "	96	" miRNA "	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0
"gen8003 "	" PPP3CB-AS1 "	24545	" processed_transcript "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen8004 "	" NUTM2A-AS1 "	138737	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen8005 "	" ZMIZ1-AS1 "	124567	" antisense "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
